                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.47944,                0.25359,                0.78421,                0.92254,                0.77655,                0.81665,                0.61193,                0.77748,                 0.3842,                0.83624,             0.00017325,             0.00017325,             0.00017325
                    155,                0.48845,                0.25566,                0.79001,                0.93513,                0.77314,                0.83197,                0.61054,                0.77057,                0.38854,                0.83389,             0.00016972,             0.00016972,             0.00016972
                    156,                0.49363,                0.26072,                0.78847,                0.90028,                0.78314,                0.82615,                 0.6127,                0.78032,                0.39443,                0.83577,             0.00016618,             0.00016618,             0.00016618
                    157,                0.49427,                0.25609,                0.79034,                0.89603,                0.79484,                0.82541,                 0.6105,                0.77866,                0.39019,                0.83558,             0.00016265,             0.00016265,             0.00016265
                    158,                 0.4928,                0.25603,                0.79028,                0.89519,                0.79133,                0.82962,                0.61159,                0.78811,                0.38459,                 0.8367,             0.00015911,             0.00015911,             0.00015911
                    159,                0.47313,                0.24634,                0.78976,                0.91019,                0.78063,                0.81727,                0.61347,                0.78372,                 0.3833,                0.83649,             0.00015558,             0.00015558,             0.00015558
                    160,                0.48138,                 0.2506,                0.78526,                0.93384,                0.78385,                0.82229,                0.61694,                0.78109,                0.38206,                0.83655,             0.00015205,             0.00015205,             0.00015205
                    161,                0.48327,                0.25081,                0.78538,                0.91978,                0.78609,                0.82313,                0.61988,                0.78204,                0.38491,                0.83513,             0.00014851,             0.00014851,             0.00014851
                    162,                0.47145,                0.24652,                0.79044,                0.91879,                 0.7875,                0.81031,                 0.6121,                0.77707,                0.38861,                0.83524,             0.00014498,             0.00014498,             0.00014498
                    163,                0.46097,                0.24685,                0.78838,                0.91519,                 0.7909,                0.80818,                 0.6126,                0.77437,                0.38715,                0.83465,             0.00014144,             0.00014144,             0.00014144
                    164,                0.45949,                0.24474,                0.78273,                0.92212,                0.79079,                0.81138,                0.61526,                 0.7723,                0.38512,                0.83517,             0.00013791,             0.00013791,             0.00013791
                    165,                0.48896,                0.25601,                0.79023,                0.93283,                0.78711,                 0.8113,                0.61014,                0.76798,                0.38186,                0.83402,             0.00013437,             0.00013437,             0.00013437
                    166,                0.48299,                0.25199,                0.79088,                0.92842,                0.79125,                 0.8071,                0.61368,                 0.7733,                0.38622,                0.83415,             0.00013084,             0.00013084,             0.00013084
                    167,                0.46646,                0.24545,                0.78637,                 0.9242,                0.78821,                0.80625,                 0.6199,                0.77177,                0.38883,                0.83465,             0.00012731,             0.00012731,             0.00012731
                    168,                0.47455,                0.25072,                0.78765,                0.91551,                0.78866,                0.80668,                 0.6171,                0.77161,                0.38801,                0.83415,             0.00012377,             0.00012377,             0.00012377
                    169,                0.47557,                0.25153,                0.79085,                0.93601,                0.77983,                0.83278,                0.62183,                0.76934,                0.38405,                0.83325,             0.00012024,             0.00012024,             0.00012024
                    170,                0.44369,                0.23979,                0.79111,                0.96297,                0.77155,                0.83114,                 0.6248,                 0.7648,                0.38526,                0.83281,              0.0001167,              0.0001167,              0.0001167
                    171,                0.46914,                 0.2444,                0.78912,                 0.9428,                0.77878,                0.82998,                0.61742,                0.76761,                0.38525,                0.83447,             0.00011317,             0.00011317,             0.00011317
                    172,                0.47229,                0.24804,                0.79031,                0.92062,                0.79115,                0.83052,                0.62321,                0.77285,                0.38095,                0.83607,             0.00010963,             0.00010963,             0.00010963
                    173,                0.46985,                0.24548,                0.79307,                 0.9142,                0.78205,                0.80306,                0.60901,                0.77515,                 0.3854,                0.83574,              0.0001061,              0.0001061,              0.0001061
                    174,                0.45442,                0.24003,                 0.7882,                0.91368,                0.78984,                0.80513,                0.60908,                0.77083,                0.38185,                0.83479,             0.00010257,             0.00010257,             0.00010257
                    175,                0.46698,                0.24587,                  0.794,                0.91107,                0.78968,                0.80519,                0.60725,                0.77064,                0.38223,                 0.8347,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    176,                0.47744,                0.25012,                0.78951,                0.90601,                0.79158,                 0.8353,                0.61637,                0.77054,                0.38492,                0.83504,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    177,                0.46652,                0.24704,                0.79056,                0.91038,                 0.7929,                0.83488,                0.61709,                0.76393,                0.38182,                0.83311,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    178,                0.46201,                0.24191,                0.78597,                0.90679,                0.79327,                0.81086,                0.61594,                0.76661,                0.38016,                0.83348,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    179,                0.45917,                0.24075,                0.78661,                0.92789,                0.78491,                0.83655,                0.62882,                0.77047,                0.37901,                0.83353,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    180,                0.46214,                0.24333,                0.78908,                0.92084,                0.78081,                0.83588,                0.62538,                0.76441,                0.38208,                0.83308,              8.136e-05,              8.136e-05,              8.136e-05
                    181,                0.46153,                0.24071,                0.78891,                0.91982,                0.77978,                0.80587,                0.61071,                0.76498,                0.38192,                0.83369,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    182,                0.47308,                0.24445,                0.78751,                0.93552,                0.77461,                0.83503,                0.61623,                0.76775,                0.38221,                0.83405,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    183,                0.45674,                0.23952,                0.78786,                0.95047,                0.77477,                0.83421,                0.61517,                0.77266,                0.38161,                0.83472,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    184,                 0.4564,                0.24065,                0.78709,                0.94918,                0.77345,                 0.8358,                0.61595,                 0.7719,                0.38563,                0.83448,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    185,                0.45528,                0.24033,                 0.7835,                0.94301,                0.77399,                0.83674,                0.61689,                 0.7712,                0.38486,                0.83428,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    186,                0.44289,                0.23838,                0.78743,                 0.9367,                0.77494,                0.83534,                0.61746,                0.77647,                0.38458,                0.83544,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    187,                0.44187,                0.23608,                0.78766,                0.94081,                0.77386,                0.83648,                0.61849,                0.77172,                0.38314,                0.83482,              5.662e-05,              5.662e-05,              5.662e-05
                    188,                0.44946,                0.23828,                0.78633,                0.95478,                0.76925,                0.83818,                0.61945,                0.76395,                0.38132,                0.83342,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    189,                0.44365,                0.23465,                0.78234,                0.96005,                 0.7663,                0.83652,                0.61777,                0.76603,                 0.3794,                0.83358,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    190,                0.46123,                0.23678,                0.78935,                0.96002,                0.76923,                0.83411,                  0.618,                0.76957,                0.37986,                0.83434,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    191,                0.64026,                0.30602,                  0.799,                0.95995,                0.77161,                0.83306,                0.61621,                0.78057,                0.38225,                0.83633,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    192,                0.59185,                0.28824,                0.78892,                0.95781,                0.76996,                0.84437,                0.62753,                0.78416,                0.39032,                0.83625,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    193,                 0.5527,                0.26919,                0.78768,                0.95519,                0.76754,                0.84212,                0.62677,                0.78304,                0.38922,                0.83629,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    194,                0.51685,                0.25422,                0.78295,                0.95178,                0.76394,                0.84143,                0.62589,                0.77749,                0.38999,                0.83528,              3.188e-05,              3.188e-05,              3.188e-05
                    195,                0.53206,                0.26743,                0.78839,                  0.954,                0.76208,                0.84063,                0.62344,                0.77977,                0.38525,                0.83552,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    196,                0.53075,                0.26553,                0.78402,                0.94287,                0.77418,                0.84273,                0.62493,                 0.7831,                0.38491,                0.83648,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    197,                0.50733,                0.25709,                0.77767,                0.91949,                0.78153,                0.84309,                0.62545,                0.78093,                0.38432,                 0.8363,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    198,                0.52876,                0.26314,                 0.7858,                0.91473,                0.78114,                0.84241,                0.62595,                 0.7803,                0.38594,                0.83625,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    199,                0.48758,                 0.2466,                0.78418,                0.91891,                0.77948,                0.84127,                 0.6247,                0.78068,                0.38596,                0.83629,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    200,                0.48539,                0.24768,                0.78057,                0.92071,                0.77891,                0.84178,                0.62438,                0.77685,                0.38377,                0.83583,             1.0674e-05,             1.0674e-05,             1.0674e-05
