                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 0.5871,                 0.3136,                0.80046,                0.86346,                0.74233,                0.77871,                0.58313,                0.80116,                0.40797,                0.83687,             0.00050194,             0.00050194,             0.00050194
                     62,                0.59812,                0.30833,                 0.7989,                0.94299,                 0.7278,                0.78051,                0.58313,                0.81154,                0.40713,                0.83964,             0.00049841,             0.00049841,             0.00049841
                     63,                0.60563,                0.31138,                0.80067,                0.93845,                0.73244,                0.77798,                0.59307,                0.78606,                0.40313,                0.83454,             0.00049487,             0.00049487,             0.00049487
                     64,                0.60119,                 0.3037,                0.80491,                0.85327,                0.74608,                0.78349,                0.58622,                0.82576,                0.40905,                 0.8393,             0.00049134,             0.00049134,             0.00049134
                     65,                0.61882,                0.31328,                 0.8065,                0.92866,                0.73929,                0.78814,                0.58984,                0.80796,                0.41641,                0.83709,              0.0004878,              0.0004878,              0.0004878
                     66,                0.60302,                 0.3078,                0.80587,                 0.8509,                0.75044,                0.80878,                0.59194,                0.80589,                0.40084,                0.83801,             0.00048427,             0.00048427,             0.00048427
                     67,                0.57768,                0.29488,                0.80189,                0.87235,                0.79344,                0.80869,                0.60134,                0.81343,                0.40342,                0.84315,             0.00048074,             0.00048074,             0.00048074
                     68,                0.58543,                0.30296,                0.80188,                0.88372,                0.81013,                0.79982,                0.59766,                0.79364,                0.40725,                0.84212,              0.0004772,              0.0004772,              0.0004772
                     69,                0.56981,                0.29766,                0.79875,                0.85018,                0.79502,                0.81851,                0.59886,                0.81089,                0.40106,                0.84238,             0.00047367,             0.00047367,             0.00047367
                     70,                0.58837,                0.30537,                 0.8004,                0.85872,                0.76812,                0.80074,                0.58983,                0.80931,                0.40502,                0.84068,             0.00047013,             0.00047013,             0.00047013
                     71,                0.58591,                0.30321,                0.80342,                0.95657,                0.72719,                0.78866,                0.58944,                0.79448,                 0.4159,                0.83516,              0.0004666,              0.0004666,              0.0004666
                     72,                0.58503,                0.30534,                0.79844,                 0.9251,                0.74219,                 0.7893,                0.58823,                0.79671,                0.39273,                0.83583,             0.00046306,             0.00046306,             0.00046306
                     73,                0.60711,                0.31512,                0.80193,                0.95343,                0.72776,                 0.7955,                 0.5919,                0.80659,                0.39778,                0.83834,             0.00045953,             0.00045953,             0.00045953
                     74,                0.58289,                0.30355,                 0.8025,                  0.917,                 0.7457,                0.78126,                0.57144,                0.83753,                0.40274,                0.84336,               0.000456,               0.000456,               0.000456
                     75,                0.58282,                0.29755,                 0.7969,                 0.9398,                0.73575,                0.78036,                0.57754,                0.80803,                0.41426,                0.83681,             0.00045246,             0.00045246,             0.00045246
                     76,                0.58205,                0.30065,                0.80414,                0.93757,                0.72726,                0.77777,                0.56723,                0.82505,                0.40285,                0.84277,             0.00044893,             0.00044893,             0.00044893
                     77,                 0.5792,                 0.2981,                0.79993,                0.93001,                 0.7251,                0.77636,                0.57554,                0.80985,                0.41168,                0.84157,             0.00044539,             0.00044539,             0.00044539
                     78,                0.57526,                0.29764,                0.80152,                0.89498,                  0.736,                0.76576,                 0.5675,                0.80622,                0.41603,                 0.8399,             0.00044186,             0.00044186,             0.00044186
                     79,                0.57714,                0.30459,                0.80233,                0.90887,                0.74465,                0.77435,                0.57893,                0.80151,                0.42335,                0.83718,             0.00043832,             0.00043832,             0.00043832
                     80,                0.60274,                0.30389,                0.80027,                0.92258,                0.73966,                0.78214,                0.58736,                0.79592,                0.40773,                0.83861,             0.00043479,             0.00043479,             0.00043479
                     81,                0.57409,                0.29751,                0.79762,                0.92621,                0.73797,                0.77376,                0.58636,                0.79542,                0.40463,                0.83752,             0.00043126,             0.00043126,             0.00043126
                     82,                0.56183,                0.29857,                0.79809,                0.91974,                0.74059,                0.77541,                0.57809,                0.81419,                0.41234,                0.83873,             0.00042772,             0.00042772,             0.00042772
                     83,                0.58161,                0.29633,                0.80117,                 0.9419,                0.73172,                0.77926,                0.59199,                0.79906,                0.41103,                0.83636,             0.00042419,             0.00042419,             0.00042419
                     84,                0.56175,                0.29117,                0.80076,                0.93702,                0.73542,                 0.7732,                0.58169,                0.80796,                 0.4064,                0.83746,             0.00042065,             0.00042065,             0.00042065
                     85,                0.56568,                0.29156,                0.80746,                0.93544,                0.73293,                0.78534,                0.59183,                0.79551,                0.39923,                0.83698,             0.00041712,             0.00041712,             0.00041712
                     86,                 0.5609,                 0.2941,                0.79884,                0.90235,                 0.7405,                0.78734,                0.58039,                0.81512,                0.39458,                0.83968,             0.00041358,             0.00041358,             0.00041358
                     87,                0.56828,                0.29675,                 0.7957,                0.92081,                0.72965,                0.78083,                0.57628,                 0.7949,                0.40352,                0.83697,             0.00041005,             0.00041005,             0.00041005
                     88,                0.54508,                0.28482,                0.80022,                0.88011,                0.73038,                0.78466,                0.56731,                0.81012,                0.40484,                0.84189,             0.00040652,             0.00040652,             0.00040652
                     89,                0.57087,                0.29231,                0.79849,                0.84871,                0.73538,                0.78321,                0.58216,                0.80862,                0.41281,                0.84267,             0.00040298,             0.00040298,             0.00040298
                     90,                0.55751,                0.28782,                0.79582,                0.83671,                0.74028,                0.77838,                0.57719,                0.80143,                0.40801,                0.84029,             0.00039945,             0.00039945,             0.00039945
                     91,                0.54094,                0.28102,                0.79688,                0.96536,                0.70665,                 0.7741,                0.57639,                0.79732,                0.40767,                0.84437,             0.00039591,             0.00039591,             0.00039591
                     92,                0.54098,                0.28028,                0.79298,                0.95063,                0.71956,                0.78703,                0.59348,                0.80632,                0.41642,                0.84425,             0.00039238,             0.00039238,             0.00039238
                     93,                0.54917,                0.28346,                0.79558,                0.94719,                0.71222,                0.79023,                0.58914,                0.80101,                0.40036,                 0.8451,             0.00038884,             0.00038884,             0.00038884
                     94,                 0.5497,                0.28615,                0.79656,                0.90255,                0.75116,                0.78293,                0.58946,                0.80704,                0.39752,                0.84481,             0.00038531,             0.00038531,             0.00038531
                     95,                0.54934,                0.29218,                0.79444,                0.91522,                0.73593,                0.78189,                0.58597,                0.80548,                0.39732,                0.84307,             0.00038178,             0.00038178,             0.00038178
                     96,                0.52987,                 0.2756,                0.79302,                0.93804,                0.72336,                0.77902,                0.59214,                0.78312,                0.39975,                0.83944,             0.00037824,             0.00037824,             0.00037824
                     97,                0.54739,                0.28385,                0.80018,                0.95257,                0.71931,                0.77741,                0.58864,                0.79441,                0.40286,                0.83977,             0.00037471,             0.00037471,             0.00037471
                     98,                0.54212,                0.28175,                 0.7959,                0.82034,                0.79423,                0.79754,                0.60415,                0.79022,                0.41339,                0.83878,             0.00037117,             0.00037117,             0.00037117
                     99,                 0.5431,                  0.286,                0.79716,                 0.9239,                0.73367,                0.78577,                0.58606,                0.79438,                0.39862,                0.84037,             0.00036764,             0.00036764,             0.00036764
                    100,                0.53804,                0.28446,                0.79656,                0.84409,                0.75065,                0.78318,                0.58536,                0.79496,                 0.4008,                0.84162,              0.0003641,              0.0003641,              0.0003641
                    101,                0.55525,                0.28487,                0.79681,                0.85385,                0.80134,                0.79727,                0.58833,                0.79082,                0.40274,                0.84089,             0.00036057,             0.00036057,             0.00036057
                    102,                0.55867,                0.29201,                0.79926,                0.85515,                0.80076,                0.79359,                0.58516,                0.81196,                0.40214,                0.84387,             0.00035704,             0.00035704,             0.00035704
                    103,                0.52568,                 0.2792,                0.79517,                0.90204,                0.73985,                0.78127,                0.58417,                0.79354,                0.39773,                0.84107,              0.0003535,              0.0003535,              0.0003535
                    104,                0.51908,                0.27653,                0.78727,                0.94388,                0.71352,                0.79099,                0.57946,                0.80531,                 0.3955,                0.84383,             0.00034997,             0.00034997,             0.00034997
                    105,                0.53523,                0.28057,                0.79519,                 0.9408,                0.71927,                0.78107,                0.58494,                0.80552,                0.39585,                0.84319,             0.00034643,             0.00034643,             0.00034643
                    106,                0.54167,                0.28195,                0.79303,                0.83192,                0.79796,                0.79197,                0.59229,                0.80148,                 0.3929,                0.84045,              0.0003429,              0.0003429,              0.0003429
                    107,                0.52601,                0.27788,                0.79524,                 0.9054,                0.78183,                0.82383,                0.59701,                 0.7922,                0.38839,                0.83946,             0.00033936,             0.00033936,             0.00033936
                    108,                0.54945,                0.27905,                0.80051,                0.85431,                0.79471,                0.79044,                0.59113,                0.78884,                0.39484,                0.84058,             0.00033583,             0.00033583,             0.00033583
                    109,                0.52261,                0.27366,                0.79511,                0.95431,                0.73332,                0.79467,                0.59435,                 0.7891,                0.39169,                0.84032,              0.0003323,              0.0003323,              0.0003323
                    110,                0.52357,                0.27152,                0.79384,                0.86714,                0.73721,                0.78251,                0.58398,                0.80898,                0.39714,                0.84237,             0.00032876,             0.00032876,             0.00032876
                    111,                0.53846,                0.27802,                0.79203,                0.84133,                0.78175,                0.78625,                0.57814,                0.81119,                 0.3979,                0.84191,             0.00032523,             0.00032523,             0.00032523
                    112,                0.52349,                 0.2796,                0.79412,                0.82473,                0.78533,                0.78629,                0.58247,                 0.7986,                0.39297,                0.84146,             0.00032169,             0.00032169,             0.00032169
                    113,                0.53777,                0.27398,                0.80057,                0.94822,                0.72598,                0.79232,                0.58794,                0.79065,                0.39163,                0.84007,             0.00031816,             0.00031816,             0.00031816
                    114,                0.53338,                0.27779,                 0.7977,                0.94875,                0.72322,                0.78819,                0.58695,                0.78588,                0.38955,                0.83906,             0.00031462,             0.00031462,             0.00031462
                    115,                0.51934,                0.26943,                0.79527,                0.95087,                0.72607,                0.79396,                0.59242,                0.78339,                 0.3945,                0.83619,             0.00031109,             0.00031109,             0.00031109
                    116,                0.52272,                 0.2727,                0.79786,                0.96221,                0.71802,                0.78813,                0.58761,                0.79899,                0.40257,                0.83937,             0.00030756,             0.00030756,             0.00030756
                    117,                0.52438,                0.27012,                0.79559,                0.95624,                0.72374,                0.78624,                0.58453,                0.79571,                0.40075,                0.83886,             0.00030402,             0.00030402,             0.00030402
                    118,                0.51967,                0.27515,                0.79529,                 0.9621,                0.72379,                0.78953,                0.58587,                0.79538,                0.39188,                0.83928,             0.00030049,             0.00030049,             0.00030049
                    119,                0.51625,                 0.2697,                 0.7985,                0.95529,                0.72488,                0.79071,                0.58795,                0.79489,                0.39578,                0.84135,             0.00029695,             0.00029695,             0.00029695
                    120,                0.51453,                0.26752,                0.79427,                0.83462,                0.79701,                0.79783,                  0.591,                0.78927,                0.39258,                0.83882,             0.00029342,             0.00029342,             0.00029342
                    121,                0.52113,                0.27122,                0.79089,                0.86192,                0.78989,                0.79933,                 0.5906,                 0.7938,                0.40016,                0.84065,             0.00028988,             0.00028988,             0.00028988
                    122,                0.51038,                0.26517,                 0.7909,                0.84374,                0.79931,                0.79674,                0.58892,                0.79975,                0.39809,                0.84157,             0.00028635,             0.00028635,             0.00028635
                    123,                 0.5257,                0.27106,                0.79579,                0.83374,                0.79232,                0.79708,                0.59018,                0.79175,                0.39588,                0.83985,             0.00028282,             0.00028282,             0.00028282
                    124,                0.49992,                 0.2618,                0.79033,                0.83299,                0.80495,                0.79588,                0.58855,                0.79647,                0.39661,                0.84137,             0.00027928,             0.00027928,             0.00027928
                    125,                0.50634,                0.26448,                 0.7924,                0.87031,                0.80483,                0.80646,                 0.5962,                0.79031,                0.40006,                0.84012,             0.00027575,             0.00027575,             0.00027575
                    126,                0.50568,                0.26646,                0.79421,                0.91947,                0.78322,                0.86645,                0.60289,                0.79771,                0.40454,                0.84103,             0.00027221,             0.00027221,             0.00027221
                    127,                0.52431,                0.27131,                0.79365,                0.90186,                0.78117,                0.80451,                0.58948,                0.79781,                0.40524,                0.83994,             0.00026868,             0.00026868,             0.00026868
                    128,                0.51177,                0.26284,                0.79228,                0.89786,                0.78591,                0.82101,                0.59927,                0.78253,                0.39752,                0.83853,             0.00026514,             0.00026514,             0.00026514
                    129,                0.51583,                0.26768,                 0.7931,                0.90957,                0.78139,                0.80347,                0.59466,                0.79709,                0.41279,                0.84128,             0.00026161,             0.00026161,             0.00026161
                    130,                0.50716,                 0.2631,                0.79399,                0.86501,                0.79609,                0.78734,                0.57969,                0.80684,                0.40216,                0.84277,             0.00025808,             0.00025808,             0.00025808
                    131,                0.52413,                0.27348,                0.79316,                0.85899,                 0.7394,                0.77937,                0.57461,                0.80823,                0.39947,                0.84309,             0.00025454,             0.00025454,             0.00025454
                    132,                0.51804,                0.26794,                0.79238,                0.81557,                0.80812,                0.77671,                0.57779,                 0.8045,                0.39429,                0.84126,             0.00025101,             0.00025101,             0.00025101
                    133,                0.50769,                0.26531,                0.79172,                0.87416,                0.78966,                0.80785,                0.58902,                 0.7989,                 0.3914,                0.83983,             0.00024747,             0.00024747,             0.00024747
                    134,                0.49751,                 0.2612,                 0.7933,                 0.8721,                0.79141,                0.80915,                0.58528,                0.81376,                0.39584,                0.84316,             0.00024394,             0.00024394,             0.00024394
                    135,                0.51369,                0.26673,                0.79024,                0.88169,                0.79258,                0.83176,                0.59361,                0.80265,                0.39312,                0.84264,              0.0002404,              0.0002404,              0.0002404
                    136,                0.50949,                 0.2628,                0.79561,                 0.8859,                0.79303,                0.84009,                0.60958,                0.79087,                0.38578,                0.84231,             0.00023687,             0.00023687,             0.00023687
                    137,                  0.495,                0.26157,                0.79174,                0.87474,                0.79544,                0.80296,                0.59825,                0.77483,                0.39128,                0.83885,             0.00023334,             0.00023334,             0.00023334
                    138,                0.49937,                0.26339,                0.79178,                0.90592,                0.79082,                 0.8289,                0.60393,                0.77858,                0.39588,                0.83814,              0.0002298,              0.0002298,              0.0002298
                    139,                0.51097,                0.26488,                0.79534,                0.89691,                0.79193,                0.83124,                0.59282,                0.79386,                0.39928,                0.84148,             0.00022627,             0.00022627,             0.00022627
                    140,                0.50543,                0.26346,                 0.7923,                0.88208,                0.79641,                0.82563,                0.59032,                0.79495,                0.39672,                0.84255,             0.00022273,             0.00022273,             0.00022273
                    141,                0.50402,                 0.2627,                0.78964,                 0.8747,                0.79993,                0.82472,                0.59094,                0.79395,                0.39529,                0.84109,              0.0002192,              0.0002192,              0.0002192
                    142,                 0.4958,                0.26329,                0.79338,                 0.9637,                0.73529,                0.79598,                  0.598,                0.79175,                0.38657,                 0.8407,             0.00021566,             0.00021566,             0.00021566
                    143,                0.50209,                0.25894,                0.79297,                0.95298,                0.73683,                0.78378,                0.59266,                 0.7919,                0.38322,                0.84128,             0.00021213,             0.00021213,             0.00021213
                    144,                0.48664,                0.25678,                 0.7871,                0.95803,                0.72725,                0.78461,                0.58738,                0.78865,                0.38826,                0.83963,              0.0002086,              0.0002086,              0.0002086
                    145,                0.48249,                0.25283,                0.78646,                0.95858,                0.72508,                0.78464,                0.58365,                0.80199,                0.38742,                0.84197,             0.00020506,             0.00020506,             0.00020506
                    146,                0.49625,                0.27228,                0.79401,                0.96047,                0.72339,                0.78645,                0.58376,                 0.7905,                0.38589,                0.83931,             0.00020153,             0.00020153,             0.00020153
                    147,                0.48435,                0.25154,                0.79213,                0.94821,                0.72731,                0.77538,                0.58217,                0.78574,                 0.3885,                0.83986,             0.00019799,             0.00019799,             0.00019799
                    148,                0.49041,                 0.2609,                0.78935,                0.94159,                0.72969,                0.77845,                 0.5845,                0.79073,                0.38851,                0.84212,             0.00019446,             0.00019446,             0.00019446
                    149,                0.49604,                0.25747,                0.78937,                0.94717,                0.72868,                0.77776,                0.58034,                0.79323,                0.38578,                0.84071,             0.00019092,             0.00019092,             0.00019092
                    150,                0.49612,                0.25957,                 0.7867,                0.95311,                0.72806,                0.78569,                0.58303,                0.79771,                 0.3876,                0.84172,             0.00018739,             0.00018739,             0.00018739
                    151,                0.50035,                0.25803,                0.79359,                0.93401,                0.74113,                0.78562,                0.58858,                0.79179,                0.38804,                0.84012,             0.00018385,             0.00018385,             0.00018385
                    152,                0.49362,                0.25384,                0.79442,                0.88437,                0.73765,                0.78315,                0.58223,                0.78599,                 0.3933,                0.83743,             0.00018032,             0.00018032,             0.00018032
                    153,                0.47318,                0.24995,                0.79436,                0.95003,                0.72955,                0.78427,                0.58547,                0.78631,                0.39469,                0.83771,             0.00017679,             0.00017679,             0.00017679
                    154,                 0.4751,                0.25152,                 0.7874,                  0.956,                0.73188,                0.78633,                0.58527,                0.78398,                0.39166,                0.83691,             0.00017325,             0.00017325,             0.00017325
                    155,                 0.4821,                0.25265,                0.78996,                0.94147,                0.73021,                0.78412,                 0.5847,                0.78278,                0.38974,                0.83687,             0.00016972,             0.00016972,             0.00016972
                    156,                0.49152,                0.25648,                 0.7892,                0.83722,                0.78829,                0.78692,                0.58558,                0.78227,                0.38912,                0.83981,             0.00016618,             0.00016618,             0.00016618
                    157,                0.49829,                0.26049,                0.78936,                0.84512,                0.78957,                0.78558,                0.58334,                0.78239,                0.39492,                0.84003,             0.00016265,             0.00016265,             0.00016265
                    158,                0.49303,                  0.255,                0.79254,                0.86271,                0.79297,                0.78774,                0.58644,                0.78927,                0.38903,                0.84063,             0.00015911,             0.00015911,             0.00015911
                    159,                0.46938,                0.24827,                0.78943,                0.88403,                0.79301,                0.78497,                0.57764,                0.78691,                0.39084,                0.83983,             0.00015558,             0.00015558,             0.00015558
