                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.43707,                0.23083,                0.78321,                0.90992,                0.78458,                0.81796,                0.60555,                0.77303,                0.37805,                0.83543,             0.00016618,             0.00016618,             0.00016618
                    157,                0.43846,                0.23252,                0.78537,                0.93428,                0.78037,                0.81727,                0.59307,                0.77561,                 0.3821,                0.83655,             0.00016265,             0.00016265,             0.00016265
                    158,                0.44323,                0.23244,                0.78509,                 0.9271,                0.77284,                0.81636,                0.58973,                0.78218,                0.38507,                0.83734,             0.00015911,             0.00015911,             0.00015911
                    159,                0.41463,                0.22242,                0.78506,                0.95199,                0.76737,                0.81716,                0.58617,                 0.7858,                0.38083,                0.83809,             0.00015558,             0.00015558,             0.00015558
                    160,                0.42935,                0.22991,                0.78056,                0.90859,                0.79052,                0.79476,                0.59424,                0.78306,                0.38199,                 0.8373,             0.00015205,             0.00015205,             0.00015205
                    161,                0.43498,                0.22934,                0.78185,                0.90272,                0.79077,                0.79299,                  0.586,                0.78022,                0.38352,                0.83606,             0.00014851,             0.00014851,             0.00014851
                    162,                 0.4297,                0.22525,                0.78777,                0.90547,                0.78254,                0.78864,                0.58317,                0.77833,                0.38328,                0.83649,             0.00014498,             0.00014498,             0.00014498
                    163,                0.41872,                0.22351,                0.78345,                0.90991,                0.79051,                0.79078,                0.58453,                0.77313,                0.38001,                0.83607,             0.00014144,             0.00014144,             0.00014144
                    164,                0.40655,                0.21949,                0.78182,                0.88736,                0.79007,                0.78925,                0.58891,                0.76769,                0.38005,                0.83602,             0.00013791,             0.00013791,             0.00013791
                    165,                0.44897,                0.23422,                0.78334,                0.89261,                0.79268,                0.78653,                0.57957,                 0.7655,                0.38183,                0.83559,             0.00013437,             0.00013437,             0.00013437
                    166,                 0.4247,                0.22786,                0.78419,                0.89282,                0.79354,                0.79055,                0.58813,                0.77401,                0.37594,                0.83751,             0.00013084,             0.00013084,             0.00013084
                    167,                0.42483,                0.22375,                0.78237,                 0.9155,                0.79329,                 0.7929,                0.59131,                0.77229,                0.37534,                0.83728,             0.00012731,             0.00012731,             0.00012731
                    168,                 0.4229,                0.22541,                 0.7818,                0.91288,                0.79662,                0.79469,                0.59043,                0.78368,                0.37891,                0.83922,             0.00012377,             0.00012377,             0.00012377
                    169,                0.42348,                0.22714,                0.78711,                0.91504,                0.79577,                0.79465,                0.59077,                 0.7714,                0.37407,                0.83782,             0.00012024,             0.00012024,             0.00012024
